,시간,시가,고가,저가,종가,거래량
14847,2019-08-17T17:00:00,12600000,12722000,12582000,12647000,498.0894498
14846,2019-08-17T18:00:00,12647000,12693000,12608000,12673000,249.6992191
14845,2019-08-17T19:00:00,12674000,12686000,12618000,12619000,206.2327113
14844,2019-08-17T20:00:00,12619000,12637000,12562000,12579000,244.9078305
14843,2019-08-17T21:00:00,12579000,12622000,12525000,12573000,278.1498671
14842,2019-08-17T22:00:00,12573000,12581000,12484000,12558000,356.5181625
14841,2019-08-17T23:00:00,12563000,12577000,12514000,12514000,129.6095712
14840,2019-08-18T00:00:00,12518000,12557000,12467000,12526000,200.1167617
14839,2019-08-18T01:00:00,12527000,12578000,12506000,12506000,108.8352055
14838,2019-08-18T02:00:00,12509000,12535000,12257000,12321000,640.4965107
14837,2019-08-18T03:00:00,12320000,12460000,12201000,12418000,379.5387484
14836,2019-08-18T04:00:00,12417000,12433000,12368000,12404000,45.69576145
14835,2019-08-18T05:00:00,12413000,12414000,12245000,12287000,136.720065
14834,2019-08-18T06:00:00,12287000,12404000,12245000,12351000,152.253762
14833,2019-08-18T07:00:00,12351000,12459000,12341000,12459000,137.7338207
14832,2019-08-18T08:00:00,12459000,12474000,12385000,12424000,133.9409276
14831,2019-08-18T09:00:00,12422000,12491000,12400000,12435000,177.5645034
14830,2019-08-18T10:00:00,12431000,12450000,12351000,12372000,149.2284461
14829,2019-08-18T11:00:00,12373000,12410000,12338000,12347000,134.9026212
14828,2019-08-18T12:00:00,12353000,12360000,12286000,12293000,236.7467409
14827,2019-08-18T13:00:00,12293000,12306000,12230000,12306000,223.5616816
14826,2019-08-18T14:00:00,12304000,12346000,12280000,12325000,112.8395296
14825,2019-08-18T15:00:00,12327000,12374000,12313000,12320000,189.271257
14824,2019-08-18T16:00:00,12326000,12329000,12300000,12314000,76.78448835
14823,2019-08-18T17:00:00,12314000,12324000,12274000,12292000,169.8394851
14822,2019-08-18T18:00:00,12293000,12440000,12290000,12375000,277.0305769
14821,2019-08-18T19:00:00,12374000,12606000,12346000,12570000,990.8465062
14820,2019-08-18T20:00:00,12570000,12640000,12522000,12596000,491.4391855
14819,2019-08-18T21:00:00,12596000,12634000,12541000,12566000,399.9174768
14818,2019-08-18T22:00:00,12566000,12729000,12555000,12675000,718.106509
14817,2019-08-18T23:00:00,12675000,12715000,12579000,12598000,634.6207846
14816,2019-08-19T00:00:00,12599000,12645000,12558000,12571000,217.6036102
14815,2019-08-19T01:00:00,12571000,12640000,12564000,12598000,211.7160203
14814,2019-08-19T02:00:00,12589000,12614000,12512000,12531000,170.8185157
14813,2019-08-19T03:00:00,12546000,12560000,12520000,12550000,55.11775007
14812,2019-08-19T04:00:00,12559000,12600000,12520000,12548000,86.60425099
14811,2019-08-19T05:00:00,12548000,12569000,12500000,12556000,62.43447154
14810,2019-08-19T06:00:00,12556000,12620000,12547000,12620000,86.36296032
14809,2019-08-19T07:00:00,12620000,12667000,12485000,12528000,305.2701726
14808,2019-08-19T08:00:00,12525000,12571000,12495000,12509000,179.2461455
14807,2019-08-19T09:00:00,12512000,12512000,12413000,12484000,362.9496673
14806,2019-08-19T10:00:00,12484000,12568000,12481000,12550000,210.5560928
14805,2019-08-19T11:00:00,12550000,12647000,12549000,12594000,379.0092582
14804,2019-08-19T12:00:00,12594000,12616000,12548000,12590000,229.564987
14803,2019-08-19T13:00:00,12590000,12610000,12548000,12569000,159.2367525
14802,2019-08-19T14:00:00,12569000,12574000,12510000,12525000,128.5846246
14801,2019-08-19T15:00:00,12524000,12625000,12520000,12620000,312.5799802
14800,2019-08-19T16:00:00,12620000,12975000,12615000,12920000,2427.992296
14799,2019-08-19T17:00:00,12920000,12971000,12835000,12876000,932.6194178
14798,2019-08-19T18:00:00,12876000,12935000,12843000,12859000,449.4434102
14797,2019-08-19T19:00:00,12859000,12920000,12848000,12882000,327.5634573
14796,2019-08-19T20:00:00,12882000,13035000,12864000,12910000,885.7732397
14795,2019-08-19T21:00:00,12902000,12920000,12848000,12912000,506.4703238
14794,2019-08-19T22:00:00,12914000,12917000,12860000,12903000,275.4626695
14793,2019-08-19T23:00:00,12902000,12967000,12878000,12930000,391.4819053
14792,2019-08-20T00:00:00,12930000,12937000,12855000,12910000,283.2612283
14791,2019-08-20T01:00:00,12910000,12959000,12855000,12865000,228.9020201
14790,2019-08-20T02:00:00,12878000,12921000,12867000,12909000,86.13250097
14789,2019-08-20T03:00:00,12910000,12948000,12908000,12937000,57.62202929
14788,2019-08-20T04:00:00,12939000,13000000,12881000,12910000,294.726673
14787,2019-08-20T05:00:00,12915000,12925000,12875000,12889000,48.21719727
14786,2019-08-20T06:00:00,12889000,12945000,12889000,12927000,88.03593837
14785,2019-08-20T07:00:00,12927000,13049000,12924000,13020000,366.8255674
14784,2019-08-20T08:00:00,13018000,13191000,13018000,13165000,840.7603457
14783,2019-08-20T09:00:00,13166000,13211000,13110000,13154000,927.9540775
14782,2019-08-20T10:00:00,13154000,13202000,13117000,13122000,424.2035571
14781,2019-08-20T11:00:00,13122000,13126000,13026000,13103000,552.3199229
14780,2019-08-20T12:00:00,13102000,13107000,12982000,13000000,495.2774561
14779,2019-08-20T13:00:00,13000000,13058000,12983000,13048000,312.0999282
14778,2019-08-20T14:00:00,13050000,13055000,12927000,12930000,359.3611744
14777,2019-08-20T15:00:00,12930000,13000000,12880000,12976000,550.3814427
14776,2019-08-20T16:00:00,12977000,13046000,12960000,13030000,297.6429774
14775,2019-08-20T17:00:00,13025000,13040000,12887000,12922000,397.5001319
14774,2019-08-20T18:00:00,12922000,12922000,12770000,12911000,849.284555
14773,2019-08-20T19:00:00,12911000,12914000,12856000,12865000,244.0257436
14772,2019-08-20T20:00:00,12865000,12933000,12809000,12930000,323.5792195
14771,2019-08-20T21:00:00,12930000,12933000,12833000,12845000,187.4744584
14770,2019-08-20T22:00:00,12845000,12897000,12834000,12834000,180.3377474
14769,2019-08-20T23:00:00,12833000,12870000,12763000,12778000,422.7901698
14768,2019-08-21T00:00:00,12779000,12975000,12746000,12935000,548.8700461
14767,2019-08-21T01:00:00,12941000,12991000,12914000,12934000,275.2406177
14766,2019-08-21T02:00:00,12934000,12971000,12928000,12954000,75.49691407
14765,2019-08-21T03:00:00,12963000,12963000,12895000,12943000,68.76988152
14764,2019-08-21T04:00:00,12950000,12981000,12930000,12954000,44.96678525
14763,2019-08-21T05:00:00,12957000,12974000,12854000,12909000,94.11436935
14762,2019-08-21T06:00:00,12909000,13100000,12900000,13042000,330.1542415
14761,2019-08-21T07:00:00,13045000,13069000,12986000,13058000,204.7229255
14760,2019-08-21T08:00:00,13057000,13066000,12922000,12952000,292.9183575
14759,2019-08-21T09:00:00,12959000,13014000,12868000,12890000,430.7829101
14758,2019-08-21T10:00:00,12890000,12913000,12846000,12869000,274.6356293
14757,2019-08-21T11:00:00,12869000,12885000,12750000,12785000,455.7674365
14756,2019-08-21T12:00:00,12785000,12795000,12394000,12472000,1670.046536
14755,2019-08-21T13:00:00,12471000,12496000,12303000,12386000,1065.259929
14754,2019-08-21T14:00:00,12390000,12465000,12329000,12412000,587.1402384
14753,2019-08-21T15:00:00,12412000,12465000,12260000,12329000,738.4489639
14752,2019-08-21T16:00:00,12329000,12369000,12250000,12261000,459.3459797
14751,2019-08-21T17:00:00,12261000,12336000,12261000,12319000,351.1785888
14750,2019-08-21T18:00:00,12314000,12421000,12274000,12363000,458.7721709
14749,2019-08-21T19:00:00,12363000,12383000,12234000,12311000,356.0587605
14748,2019-08-21T20:00:00,12311000,12354000,12263000,12338000,251.2150683
14747,2019-08-21T21:00:00,12338000,12340000,12060000,12148000,1280.959224
14746,2019-08-21T22:00:00,12148000,12169000,12060000,12096000,698.9552856
14745,2019-08-21T23:00:00,12090000,12230000,12074000,12171000,417.8780683
14744,2019-08-22T00:00:00,12170000,12239000,12136000,12149000,271.6809877
14743,2019-08-22T01:00:00,12145000,12300000,12011000,12283000,630.8620004
14742,2019-08-22T02:00:00,12280000,12300000,12235000,12275000,116.2139137
14741,2019-08-22T03:00:00,12270000,12299000,12240000,12246000,79.85236156
14740,2019-08-22T04:00:00,12243000,12291000,12228000,12272000,50.07156527
14739,2019-08-22T05:00:00,12272000,12340000,12240000,12301000,275.6288605
14738,2019-08-22T06:00:00,12301000,12347000,12177000,12190000,167.1058546
14737,2019-08-22T07:00:00,12190000,12232000,12177000,12208000,115.0317009
14736,2019-08-22T08:00:00,12199000,12308000,12131000,12293000,199.394201
14735,2019-08-22T09:00:00,12293000,12330000,12170000,12213000,341.3997015
14734,2019-08-22T10:00:00,12213000,12228000,11874000,11911000,1271.056883
14733,2019-08-22T11:00:00,11910000,12044000,11870000,12036000,737.4709883
14732,2019-08-22T12:00:00,12038000,12058000,11934000,11954000,335.6561323
14731,2019-08-22T13:00:00,11954000,12135000,11925000,12070000,485.1996429
14730,2019-08-22T14:00:00,12069000,12160000,12060000,12092000,388.620344
14729,2019-08-22T15:00:00,12092000,12155000,11985000,12105000,473.7559095
14728,2019-08-22T16:00:00,12105000,12128000,12076000,12094000,187.2898593
14727,2019-08-22T17:00:00,12094000,12104000,12009000,12040000,327.553071
14726,2019-08-22T18:00:00,12045000,12095000,12004000,12087000,249.8991714
14725,2019-08-22T19:00:00,12087000,12176000,12079000,12136000,445.6698481
14724,2019-08-22T20:00:00,12136000,12141000,12020000,12075000,245.1274614
14723,2019-08-22T21:00:00,12075000,12230000,12063000,12208000,579.4803248
14722,2019-08-22T22:00:00,12208000,12334000,12208000,12259000,689.6866818
14721,2019-08-22T23:00:00,12259000,12270000,12161000,12217000,367.4278802
14720,2019-08-23T00:00:00,12217000,12328000,12215000,12245000,359.9873267
14719,2019-08-23T01:00:00,12246000,12277000,12187000,12257000,227.5557835
14718,2019-08-23T02:00:00,12257000,12327000,12248000,12282000,216.7095694
14717,2019-08-23T03:00:00,12276000,12377000,12264000,12340000,276.7101087
14716,2019-08-23T04:00:00,12340000,12383000,12297000,12300000,128.0788589
14715,2019-08-23T05:00:00,12300000,12347000,12268000,12307000,95.37824389
14714,2019-08-23T06:00:00,12307000,12314000,12222000,12258000,200.1990319
14713,2019-08-23T07:00:00,12249000,12350000,12248000,12300000,189.507247
14712,2019-08-23T08:00:00,12301000,12313000,12209000,12210000,268.7037259
14711,2019-08-23T09:00:00,12210000,12270000,12138000,12240000,472.6770172
14710,2019-08-23T10:00:00,12235000,12252000,12184000,12219000,217.3394742
14709,2019-08-23T11:00:00,12219000,12240000,12185000,12209000,223.7567353
14708,2019-08-23T12:00:00,12209000,12255000,12184000,12231000,358.5087143
14707,2019-08-23T13:00:00,12238000,12300000,12230000,12270000,426.6226019
14706,2019-08-23T14:00:00,12265000,12270000,12204000,12217000,320.9951714
14705,2019-08-23T15:00:00,12217000,12300000,12183000,12294000,459.1076383
14704,2019-08-23T16:00:00,12293000,12326000,12250000,12309000,334.5512595
14703,2019-08-23T17:00:00,12310000,12317000,12251000,12256000,263.5372549
14702,2019-08-23T18:00:00,12256000,12271000,12201000,12211000,210.2733749
14701,2019-08-23T19:00:00,12211000,12234000,12170000,12226000,258.8538135
14700,2019-08-23T20:00:00,12226000,12241000,12186000,12210000,168.0958523
14699,2019-08-23T21:00:00,12209000,12290000,12185000,12287000,253.0052681
14698,2019-08-23T22:00:00,12285000,12500000,12241000,12439000,974.9808062
14697,2019-08-23T23:00:00,12439000,12491000,12400000,12449000,708.36622
14696,2019-08-24T00:00:00,12457000,12513000,12430000,12462000,342.4928931
14695,2019-08-24T01:00:00,12462000,12507000,12458000,12468000,152.6047726
14694,2019-08-24T02:00:00,12475000,12505000,12460000,12490000,85.89638382
14693,2019-08-24T03:00:00,12490000,12509000,12464000,12497000,53.13002085
14692,2019-08-24T04:00:00,12497000,12520000,12453000,12476000,67.20214044
14691,2019-08-24T05:00:00,12475000,12490000,12388000,12410000,158.2027891
14690,2019-08-24T06:00:00,12400000,12512000,12393000,12480000,95.24099915
14689,2019-08-24T07:00:00,12486000,12523000,12440000,12470000,158.1682663
14688,2019-08-24T08:00:00,12460000,12470000,12443000,12443000,109.7179181
14687,2019-08-24T09:00:00,12454000,12470000,12397000,12433000,294.6793299
14686,2019-08-24T10:00:00,12432000,12465000,12402000,12432000,160.9425104
14685,2019-08-24T11:00:00,12432000,12432000,12349000,12376000,193.9887026
14684,2019-08-24T12:00:00,12376000,12410000,12310000,12398000,183.7673273
14683,2019-08-24T13:00:00,12398000,12424000,12363000,12378000,95.30932467
14682,2019-08-24T14:00:00,12378000,12405000,12365000,12393000,76.60179279
14681,2019-08-24T15:00:00,12393000,12399000,12371000,12393000,103.0512444
14680,2019-08-24T16:00:00,12389000,12389000,12324000,12358000,168.1664511
14679,2019-08-24T17:00:00,12358000,12358000,12100000,12157000,749.2370265
14678,2019-08-24T18:00:00,12169000,12190000,11985000,12052000,864.4441801
14677,2019-08-24T19:00:00,12052000,12098000,12023000,12057000,230.3104468
14676,2019-08-24T20:00:00,12065000,12127000,12047000,12098000,180.8021059
14675,2019-08-24T21:00:00,12098000,12098000,12034000,12058000,152.0444117
14674,2019-08-24T22:00:00,12060000,12113000,12052000,12093000,165.0473896
14673,2019-08-24T23:00:00,12089000,12094000,12051000,12059000,125.597062
14672,2019-08-25T00:00:00,12060000,12068000,12010000,12054000,158.870463
14671,2019-08-25T01:00:00,12054000,12207000,12001000,12125000,270.9988051
14670,2019-08-25T02:00:00,12122000,12163000,12112000,12126000,68.82465182
14669,2019-08-25T03:00:00,12131000,12163000,12120000,12145000,34.7582425
14668,2019-08-25T04:00:00,12143000,12198000,12137000,12176000,37.42713736
14667,2019-08-25T05:00:00,12176000,12239000,12155000,12192000,75.92841555
14666,2019-08-25T06:00:00,12185000,12192000,12139000,12150000,39.70573714
14665,2019-08-25T07:00:00,12150000,12280000,12064000,12252000,162.9588647
14664,2019-08-25T08:00:00,12252000,12269000,12181000,12201000,133.2610221
14663,2019-08-25T09:00:00,12201000,12253000,12181000,12195000,183.803727
14662,2019-08-25T10:00:00,12188000,12201000,12100000,12146000,169.8114027
14661,2019-08-25T11:00:00,12146000,12238000,12124000,12207000,135.7119983
14660,2019-08-25T12:00:00,12207000,12207000,12151000,12203000,179.6012598
14659,2019-08-25T13:00:00,12201000,12212000,12104000,12104000,112.4670967
14658,2019-08-25T14:00:00,12104000,12176000,12101000,12139000,89.26420682
14657,2019-08-25T15:00:00,12131000,12165000,12110000,12154000,225.2688779
14656,2019-08-25T16:00:00,12154000,12200000,12127000,12179000,115.326483
14655,2019-08-25T17:00:00,12179000,12181000,12136000,12151000,103.745454
14654,2019-08-25T18:00:00,12156000,12200000,12136000,12200000,133.9423558
14653,2019-08-25T19:00:00,12196000,12238000,12160000,12188000,210.7094076
14652,2019-08-25T20:00:00,12188000,12195000,12157000,12181000,84.18293575
14651,2019-08-25T21:00:00,12179000,12410000,12163000,12384000,537.6462498
14650,2019-08-25T22:00:00,12384000,12384000,12262000,12301000,499.5569696
14649,2019-08-25T23:00:00,12301000,12306000,12000000,12135000,833.7250859
14648,2019-08-26T00:00:00,12135000,12195000,12100000,12135000,198.0784006
14647,2019-08-26T01:00:00,12140000,12200000,12102000,12144000,99.91641022
14646,2019-08-26T02:00:00,12144000,12159000,12124000,12138000,87.46873188
14645,2019-08-26T03:00:00,12138000,12167000,12122000,12157000,24.00581394
14644,2019-08-26T04:00:00,12157000,12240000,12057000,12170000,138.7082094
14643,2019-08-26T05:00:00,12170000,12173000,12081000,12102000,73.93199935
14642,2019-08-26T06:00:00,12102000,12189000,12010000,12095000,201.3443705
14641,2019-08-26T07:00:00,12095000,12177000,12059000,12163000,92.01778471
14640,2019-08-26T08:00:00,12164000,12230000,12146000,12218000,181.7086853
14639,2019-08-26T09:00:00,12218000,12680000,12209000,12532000,2081.287295
14638,2019-08-26T10:00:00,12525000,12565000,12424000,12448000,568.556738
14637,2019-08-26T11:00:00,12446000,12487000,12380000,12405000,424.7823268
14636,2019-08-26T12:00:00,12405000,12458000,12260000,12314000,429.161505
14635,2019-08-26T13:00:00,12320000,12405000,12310000,12379000,396.3396738
14634,2019-08-26T14:00:00,12379000,12381000,12310000,12377000,250.7848638
14633,2019-08-26T15:00:00,12377000,12435000,12358000,12434000,235.5007093
14632,2019-08-26T16:00:00,12434000,12485000,12370000,12378000,280.2119813
14631,2019-08-26T17:00:00,12377000,12405000,12345000,12379000,266.0700067
14630,2019-08-26T18:00:00,12380000,12442000,12365000,12405000,119.4880295
14629,2019-08-26T19:00:00,12405000,12465000,12378000,12395000,172.4760183
14628,2019-08-26T20:00:00,12395000,12430000,12384000,12425000,114.4707337
14627,2019-08-26T21:00:00,12425000,12455000,12414000,12426000,167.724397
14626,2019-08-26T22:00:00,12426000,12436000,12352000,12420000,247.5265897
14625,2019-08-26T23:00:00,12420000,12424000,12372000,12389000,128.6594239
14624,2019-08-27T00:00:00,12389000,12419000,12370000,12396000,78.84716793
14623,2019-08-27T01:00:00,12403000,12459000,12313000,12409000,232.6728626
14622,2019-08-27T02:00:00,12401000,12409000,12375000,12385000,62.10027244
14621,2019-08-27T03:00:00,12385000,12399000,12370000,12382000,37.49144464
14620,2019-08-27T04:00:00,12374000,12393000,12374000,12389000,62.42998456
14619,2019-08-27T05:00:00,12389000,12389000,12284000,12352000,198.6654354
14618,2019-08-27T06:00:00,12352000,12393000,12295000,12352000,127.727864
14617,2019-08-27T07:00:00,12352000,12427000,12352000,12387000,120.2303149
14616,2019-08-27T08:00:00,12388000,12463000,12386000,12421000,324.9160334
14615,2019-08-27T09:00:00,12415000,12444000,12354000,12387000,205.9720524
14614,2019-08-27T10:00:00,12387000,12412000,12343000,12356000,160.6067554
14613,2019-08-27T11:00:00,12356000,12356000,12270000,12283000,303.4595006
14612,2019-08-27T12:00:00,12285000,12295000,12164000,12251000,434.6534824
14611,2019-08-27T13:00:00,12251000,12269000,12216000,12231000,148.710622
14610,2019-08-27T14:00:00,12231000,12300000,12225000,12285000,181.8971588
14609,2019-08-27T15:00:00,12285000,12286000,12247000,12252000,154.7640203
14608,2019-08-27T16:00:00,12253000,12270000,12191000,12233000,217.1136351
14607,2019-08-27T17:00:00,12233000,12255000,12191000,12232000,130.3580302
14606,2019-08-27T18:00:00,12235000,12235000,12161000,12202000,170.6454219
14605,2019-08-27T19:00:00,12202000,12218000,12134000,12185000,176.5561675
14604,2019-08-27T20:00:00,12185000,12218000,12155000,12179000,130.9591247
14603,2019-08-27T21:00:00,12179000,12179000,12088000,12162000,430.2785006
14602,2019-08-27T22:00:00,12164000,12237000,12164000,12223000,332.862694
14601,2019-08-27T23:00:00,12223000,12241000,12171000,12192000,136.0097726
14600,2019-08-28T00:00:00,12208000,12229000,12153000,12217000,98.86564929
14599,2019-08-28T01:00:00,12220000,12279000,12200000,12215000,114.7178426
14598,2019-08-28T02:00:00,12217000,12236000,12195000,12207000,42.75615738
14597,2019-08-28T03:00:00,12207000,12242000,12202000,12220000,36.83390398
14596,2019-08-28T04:00:00,12220000,12241000,12175000,12227000,42.29690557
14595,2019-08-28T05:00:00,12220000,12226000,12180000,12205000,33.53294296
14594,2019-08-28T06:00:00,12202000,12215000,12179000,12208000,34.20740052
14593,2019-08-28T07:00:00,12201000,12215000,12178000,12182000,66.22874051
14592,2019-08-28T08:00:00,12195000,12237000,12184000,12208000,115.0037069
14591,2019-08-28T09:00:00,12208000,12211000,12158000,12170000,152.4593525
14590,2019-08-28T10:00:00,12168000,12175000,12112000,12115000,138.5031042
14589,2019-08-28T11:00:00,12115000,12163000,12100000,12151000,174.4900677
14588,2019-08-28T12:00:00,12151000,12162000,12101000,12112000,166.1062301
14587,2019-08-28T13:00:00,12110000,12142000,12091000,12097000,161.6916506
14586,2019-08-28T14:00:00,12097000,12175000,12079000,12145000,289.8041775
14585,2019-08-28T15:00:00,12145000,12245000,12132000,12204000,263.5850978
14584,2019-08-28T16:00:00,12204000,12213000,12140000,12157000,122.2136482
14583,2019-08-28T17:00:00,12157000,12171000,12123000,12140000,149.2137408
14582,2019-08-28T18:00:00,12140000,12184000,12124000,12153000,99.64793565
14581,2019-08-28T19:00:00,12153000,12168000,12130000,12163000,89.77545752
14580,2019-08-28T20:00:00,12162000,12198000,12152000,12192000,124.014647
14579,2019-08-28T21:00:00,12193000,12241000,12175000,12201000,232.2269216
14578,2019-08-28T22:00:00,12190000,12319000,12189000,12209000,399.7402448
14577,2019-08-28T23:00:00,12209000,12260000,12194000,12230000,115.4906237
14576,2019-08-29T00:00:00,12229000,12291000,12216000,12281000,139.1482724
14575,2019-08-29T01:00:00,12281000,12295000,12241000,12269000,122.7075283
14574,2019-08-29T02:00:00,12253000,12299000,12230000,12260000,118.9385819
14573,2019-08-29T03:00:00,12259000,12259000,11755000,11810000,1835.614455
14572,2019-08-29T04:00:00,11810000,11845000,11690000,11738000,516.9728472
14571,2019-08-29T05:00:00,11738000,11807000,11695000,11740000,196.4782213
14570,2019-08-29T06:00:00,11740000,11830000,11684000,11780000,435.6797128
14569,2019-08-29T07:00:00,11774000,11821000,11752000,11810000,242.1209548
14567,2019-08-29T08:00:00,11809000,11826000,11767000,11787000,202.7930881
14568,2019-08-29T08:00:00,11809000,11826000,11767000,11787000,202.7930881
14566,2019-08-29T09:00:00,11787000,11788000,11620000,11683000,637.9142431
14565,2019-08-29T10:00:00,11687000,11742000,11674000,11712000,181.0897468
14564,2019-08-29T11:00:00,11712000,11729000,11680000,11694000,175.8592296
14563,2019-08-29T12:00:00,11693000,11697000,11560000,11574000,521.3578958
14562,2019-08-29T13:00:00,11574000,11653000,11550000,11639000,270.5204405
14561,2019-08-29T14:00:00,11639000,11672000,11604000,11619000,169.0850489
14560,2019-08-29T15:00:00,11620000,11620000,11550000,11588000,275.8230702
14559,2019-08-29T16:00:00,11588000,11594000,11380000,11425000,1245.999447
14558,2019-08-29T17:00:00,11425000,11495000,11408000,11415000,397.3980735
14557,2019-08-29T18:00:00,11415000,11511000,11413000,11501000,289.154194
14556,2019-08-29T19:00:00,11501000,11538000,11470000,11484000,242.2672854
14555,2019-08-29T20:00:00,11479000,11530000,11473000,11479000,180.1485688
14554,2019-08-29T21:00:00,11479000,11500000,11416000,11498000,190.3358446
14553,2019-08-29T22:00:00,11494000,11513000,11444000,11464000,192.5674797
14552,2019-08-29T23:00:00,11464000,11464000,11400000,11424000,281.169255
14551,2019-08-30T00:00:00,11424000,11594000,11410000,11540000,476.4248191
14550,2019-08-30T01:00:00,11541000,11589000,11492000,11500000,106.3226235
14549,2019-08-30T02:00:00,11500000,11561000,11490000,11537000,93.4366157
14548,2019-08-30T03:00:00,11538000,11575000,11519000,11519000,97.05102
14547,2019-08-30T04:00:00,11519000,11519000,11505000,11505000,0.48471024
14546,2019-08-30T06:00:00,11506000,11564000,11505000,11551000,23.08510698
14545,2019-08-30T07:00:00,11549000,11575000,11519000,11535000,99.0512899
14544,2019-08-30T08:00:00,11531000,11559000,11502000,11525000,151.5183886
14543,2019-08-30T09:00:00,11525000,11580000,11431000,11462000,342.2551516
14542,2019-08-30T10:00:00,11462000,11466000,11384000,11453000,384.9175199
14541,2019-08-30T11:00:00,11452000,11480000,11442000,11462000,112.2710194
14540,2019-08-30T12:00:00,11462000,11501000,11456000,11500000,115.1198956
14539,2019-08-30T13:00:00,11501000,11536000,11475000,11531000,199.9705605
14538,2019-08-30T14:00:00,11528000,11552000,11516000,11544000,197.7996051
14537,2019-08-30T15:00:00,11544000,11601000,11516000,11530000,304.9066497
14536,2019-08-30T16:00:00,11530000,11557000,11511000,11515000,160.1693351
14535,2019-08-30T17:00:00,11515000,11591000,11515000,11552000,247.8641162
14534,2019-08-30T18:00:00,11553000,11686000,11550000,11650000,404.6005877
14533,2019-08-30T19:00:00,11651000,11732000,11645000,11661000,461.8273808
14532,2019-08-30T20:00:00,11660000,11685000,11635000,11658000,182.4911822
14531,2019-08-30T21:00:00,11663000,11679000,11615000,11657000,141.5764969
14530,2019-08-30T22:00:00,11662000,11679000,11628000,11670000,119.2757756
14529,2019-08-30T23:00:00,11670000,11670000,11620000,11631000,111.223012
14528,2019-08-31T00:00:00,11631000,11668000,11597000,11639000,121.9162416
14527,2019-08-31T01:00:00,11638000,11660000,11574000,11640000,114.8732475
14526,2019-08-31T02:00:00,11640000,11640000,11580000,11590000,44.68125229
14525,2019-08-31T03:00:00,11586000,11612000,11549000,11549000,69.77030219
14524,2019-08-31T04:00:00,11550000,11663000,11514000,11641000,108.8261912
14523,2019-08-31T05:00:00,11642000,11768000,11642000,11716000,202.206365
14522,2019-08-31T06:00:00,11707000,11714000,11655000,11662000,61.90952452
14521,2019-08-31T07:00:00,11662000,11675000,11650000,11653000,47.28665379
14520,2019-08-31T08:00:00,11654000,11678000,11602000,11632000,93.02558376
14519,2019-08-31T09:00:00,11643000,11692000,11620000,11659000,120.6956491
14518,2019-08-31T10:00:00,11649000,11718000,11643000,11711000,179.0440213
14517,2019-08-31T11:00:00,11711000,11714000,11683000,11684000,160.072784
14516,2019-08-31T12:00:00,11684000,11689000,11656000,11660000,64.23575923
14515,2019-08-31T13:00:00,11660000,11666000,11621000,11662000,108.0504497
14514,2019-08-31T14:00:00,11662000,11667000,11637000,11665000,95.3881169
14513,2019-08-31T15:00:00,11665000,11666000,11624000,11640000,86.83210385
14512,2019-08-31T16:00:00,11640000,11659000,11613000,11618000,89.51787424
14511,2019-08-31T17:00:00,11618000,11620000,11561000,11570000,194.7907827
14510,2019-08-31T18:00:00,11570000,11600000,11542000,11587000,141.7997009
14509,2019-08-31T19:00:00,11586000,11614000,11580000,11606000,74.58183182
14508,2019-08-31T20:00:00,11606000,11606000,11564000,11569000,78.22333329
14507,2019-08-31T21:00:00,11567000,11620000,11566000,11613000,95.29122032
14506,2019-08-31T22:00:00,11613000,11620000,11596000,11612000,172.4056937
14505,2019-08-31T23:00:00,11614000,11622000,11599000,11602000,62.61185145
14504,2019-09-01T00:00:00,11606000,11609000,11571000,11604000,81.69928364
14503,2019-09-01T01:00:00,11602000,11620000,11581000,11610000,33.59463704
14502,2019-09-01T02:00:00,11610000,11630000,11606000,11624000,46.42665667
14501,2019-09-01T03:00:00,11624000,11630000,11598000,11623000,19.52943228
14500,2019-09-01T04:00:00,11621000,11624000,11591000,11607000,22.98918425
14499,2019-09-01T05:00:00,11598000,11607000,11500000,11536000,204.6930164
14498,2019-09-01T06:00:00,11546000,11665000,11517000,11665000,348.9780462
14497,2019-09-01T07:00:00,11664000,11683000,11630000,11659000,195.6116473
14496,2019-09-01T08:00:00,11652000,11658000,11604000,11612000,73.59082381
14495,2019-09-01T09:00:00,11612000,11660000,11603000,11630000,95.56273298
14494,2019-09-01T10:00:00,11629000,11656000,11624000,11641000,90.72392217
14493,2019-09-01T11:00:00,11641000,11644000,11608000,11612000,56.52060108
14492,2019-09-01T12:00:00,11612000,11628000,11612000,11627000,42.51615298
14491,2019-09-01T13:00:00,11626000,11640000,11625000,11632000,48.14558153
14490,2019-09-01T14:00:00,11632000,11638000,11608000,11613000,58.6337222
14489,2019-09-01T15:00:00,11613000,11626000,11590000,11617000,92.42076154
14488,2019-09-01T16:00:00,11617000,11624000,11597000,11607000,52.5214721
14487,2019-09-01T17:00:00,11607000,11614000,11578000,11583000,134.054673
14486,2019-09-01T18:00:00,11582000,11600000,11544000,11599000,116.7297965
14485,2019-09-01T19:00:00,11597000,11599000,11577000,11586000,32.58227305
14484,2019-09-01T20:00:00,11586000,11595000,11566000,11576000,60.24051776
14483,2019-09-01T21:00:00,11576000,11587000,11566000,11580000,55.84809193
14482,2019-09-01T22:00:00,11574000,11585000,11546000,11572000,126.0851165
14481,2019-09-01T23:00:00,11571000,11578000,11546000,11560000,56.41753232
14480,2019-09-02T00:00:00,11565000,11658000,11557000,11622000,167.6014273
